model,src,tgt,top1,mrr
sentence-transformers/LaBSE,english,malayalam,0.958,0.9719663852389562
sentence-transformers/LaBSE,english,moore,0.084,0.1397231773273341
sentence-transformers/LaBSE,english,oromo,0.115,0.18523180559365057
sentence-transformers/LaBSE,english,pashto,0.885,0.9152992688484581
sentence-transformers/LaBSE,english,persian,0.956,0.9716942377352548
sentence-transformers/LaBSE,english,portuguese,0.965,0.9774196631284092
sentence-transformers/LaBSE,english,romanian,0.965,0.9774902307145087
sentence-transformers/LaBSE,english,serbian,0.956,0.97115825
sentence-transformers/LaBSE,english,spanish,0.946,0.9659429767929661
sentence-transformers/LaBSE,english,tagalog,0.939,0.9603442338779391
sentence-transformers/LaBSE,english,tajik,0.914,0.9381955171562262
sentence-transformers/LaBSE,english,tamil,0.95,0.9681816584938819
sentence-transformers/LaBSE,english,turkish,0.956,0.9708548001260803
sentence-transformers/LaBSE,english,urdu,0.944,0.9616590137442165
sentence-transformers/LaBSE,english,uyghur,0.894,0.9234066502257131
sentence-transformers/LaBSE,english,uzbek,0.906,0.933398861460333
sentence-transformers/LaBSE,english,vietnamese,0.953,0.9683377164038756
sentence-transformers/LaBSE,english,yoruba,0.676,0.7472047647432444
sentence-transformers/LaBSE,french,albanian,0.918,0.9425259066311522
sentence-transformers/LaBSE,french,asante,0.068,0.11762416190031988
sentence-transformers/LaBSE,french,assamese,0.818,0.863971335135468
sentence-transformers/LaBSE,french,azeri,0.895,0.9237452071085054
sentence-transformers/LaBSE,french,bosnian-mihanovich,0.9,0.9263939521659895
sentence-transformers/LaBSE,french,bosnian-rwwad,0.903,0.9302506627102779
sentence-transformers/LaBSE,french,chinese,0.862,0.8987960053087718
sentence-transformers/LaBSE,french,croatian,0.902,0.9296034530124369
sentence-transformers/LaBSE,french,dutch,0.921,0.9462260156484228
sentence-transformers/LaBSE,french,english,0.935,0.952900572361306
sentence-transformers/LaBSE,french,german,0.9,0.9271862628735426
sentence-transformers/LaBSE,french,gujarati,0.909,0.9345912277206735
sentence-transformers/LaBSE,french,hausa,0.718,0.7781509262948828
sentence-transformers/LaBSE,french,indonesian,0.921,0.9440476930338616
sentence-transformers/LaBSE,french,japanese,0.881,0.9156996024621082
sentence-transformers/LaBSE,french,kannada,0.892,0.9203956057349231
sentence-transformers/LaBSE,french,khmer,0.874,0.9055314459867718
sentence-transformers/LaBSE,french,kurdish,0.054,0.10215582106223374
sentence-transformers/LaBSE,french,kyrgyz,0.851,0.892803361805016
sentence-transformers/LaBSE,french,lingala,0.122,0.18649724013461338
sentence-transformers/LaBSE,french,lithuanian,0.97,0.9801736930641822
sentence-transformers/LaBSE,french,macedonian,0.971,0.9801154838017214
sentence-transformers/LaBSE,french,malayalam,0.874,0.9077043379259883
sentence-transformers/LaBSE,french,moore,0.054,0.09168692647610639
sentence-transformers/LaBSE,french,oromo,0.061,0.11289352051656601
sentence-transformers/LaBSE,french,pashto,0.742,0.79737817468657
sentence-transformers/LaBSE,french,persian,0.899,0.9296034034944463
sentence-transformers/LaBSE,french,portuguese,0.904,0.9324444705542357
sentence-transformers/LaBSE,french,romanian,0.907,0.9318384048189541
sentence-transformers/LaBSE,french,serbian,0.912,0.9325723620468166
sentence-transformers/LaBSE,french,spanish,0.924,0.948292123068584
sentence-transformers/LaBSE,french,tagalog,0.85,0.8843802497596129
sentence-transformers/LaBSE,french,tajik,0.824,0.8633705599630496
sentence-transformers/LaBSE,french,tamil,0.881,0.9165523915570565
sentence-transformers/LaBSE,french,turkish,0.878,0.9114151880028359
sentence-transformers/LaBSE,french,urdu,0.889,0.917177721074861
sentence-transformers/LaBSE,french,uyghur,0.933,0.9539018393033579
sentence-transformers/LaBSE,french,uzbek,0.791,0.8421445073657583
sentence-transformers/LaBSE,french,vietnamese,0.888,0.9216677918148369
sentence-transformers/LaBSE,french,yoruba,0.483,0.5742689054693542
sentence-transformers/LaBSE,german,albanian,0.946,0.9627814170129387
sentence-transformers/LaBSE,german,asante,0.09,0.14230456389996163
sentence-transformers/LaBSE,german,assamese,0.912,0.9360892347277213
sentence-transformers/LaBSE,german,azeri,0.943,0.9603172324799784
sentence-transformers/LaBSE,german,bosnian-mihanovich,0.955,0.968077189609195
sentence-transformers/LaBSE,german,bosnian-rwwad,0.943,0.9618080569948204
sentence-transformers/LaBSE,german,chinese,0.911,0.9366493601010094
sentence-transformers/LaBSE,german,croatian,0.948,0.9639512027832309
sentence-transformers/LaBSE,german,dutch,0.955,0.9699843223443445
sentence-transformers/LaBSE,german,english,0.962,0.9752307836554647
sentence-transformers/LaBSE,german,french,0.891,0.9223896793459694
sentence-transformers/LaBSE,german,gujarati,0.912,0.937694325444028
sentence-transformers/LaBSE,german,hausa,0.848,0.8818348207646015
sentence-transformers/LaBSE,german,indonesian,0.956,0.9702936487123986
sentence-transformers/LaBSE,german,japanese,0.931,0.9533115259441893
sentence-transformers/LaBSE,german,kannada,0.936,0.9561455534157669
sentence-transformers/LaBSE,german,khmer,0.924,0.9459059557734844
sentence-transformers/LaBSE,german,kurdish,0.072,0.12716146503556489
sentence-transformers/LaBSE,german,kyrgyz,0.897,0.9292175962692589
sentence-transformers/LaBSE,german,lingala,0.153,0.2220536402370676
sentence-transformers/LaBSE,german,lithuanian,0.927,0.9488792162787605
sentence-transformers/LaBSE,german,macedonian,0.934,0.9537343584996376
sentence-transformers/LaBSE,german,malayalam,0.951,0.9641753783031738
sentence-transformers/LaBSE,german,moore,0.061,0.10874947342125958
sentence-transformers/LaBSE,german,oromo,0.09,0.14177929296469913
sentence-transformers/LaBSE,german,pashto,0.847,0.8854201186731229
sentence-transformers/LaBSE,german,persian,0.938,0.9565592613257539
sentence-transformers/LaBSE,german,portuguese,0.961,0.9740264476291592
sentence-transformers/LaBSE,german,romanian,0.959,0.9714432325425303
sentence-transformers/LaBSE,german,serbian,0.941,0.958494299360728
sentence-transformers/LaBSE,german,spanish,0.922,0.9478792012546251
sentence-transformers/LaBSE,german,tagalog,0.928,0.9492959349410799
sentence-transformers/LaBSE,german,tajik,0.889,0.9165898902075751
sentence-transformers/LaBSE,german,tamil,0.947,0.9624434392225578
sentence-transformers/LaBSE,german,turkish,0.938,0.9576531721392036
sentence-transformers/LaBSE,german,urdu,0.931,0.9531920411393989
sentence-transformers/LaBSE,german,uyghur,0.858,0.8926216928980352
sentence-transformers/LaBSE,german,uzbek,0.89,0.9191592246183529
sentence-transformers/LaBSE,german,vietnamese,0.932,0.9522432836275433
sentence-transformers/LaBSE,german,yoruba,0.603,0.6839611366357128
sentence-transformers/LaBSE,gujarati,albanian,0.914,0.9381371388528102
sentence-transformers/LaBSE,gujarati,asante,0.055,0.10306416524206048
sentence-transformers/LaBSE,gujarati,assamese,0.892,0.926636526700979
sentence-transformers/LaBSE,gujarati,azeri,0.91,0.9361917744389354
sentence-transformers/LaBSE,gujarati,bosnian-mihanovich,0.906,0.9316309133292356
sentence-transformers/LaBSE,gujarati,bosnian-rwwad,0.903,0.929788563620972
sentence-transformers/LaBSE,gujarati,chinese,0.846,0.8876870157498361
sentence-transformers/LaBSE,gujarati,croatian,0.899,0.927331160822335
sentence-transformers/LaBSE,gujarati,dutch,0.914,0.9435309038967846
sentence-transformers/LaBSE,gujarati,english,0.914,0.9382209365713516
sentence-transformers/LaBSE,gujarati,french,0.897,0.9281837101551388
sentence-transformers/LaBSE,gujarati,german,0.906,0.929162581498927
sentence-transformers/LaBSE,gujarati,hausa,0.733,0.7911729311321445
sentence-transformers/LaBSE,gujarati,indonesian,0.928,0.9482807610275683
sentence-transformers/LaBSE,gujarati,japanese,0.887,0.9199002070283215
sentence-transformers/LaBSE,gujarati,kannada,0.934,0.9556745387881685
sentence-transformers/LaBSE,gujarati,khmer,0.898,0.9260336965799881
sentence-transformers/LaBSE,gujarati,kurdish,0.071,0.1172571057907904
sentence-transformers/LaBSE,gujarati,kyrgyz,0.869,0.9070708304905003
sentence-transformers/LaBSE,gujarati,lingala,0.1,0.15626051273496835
sentence-transformers/LaBSE,gujarati,lithuanian,0.942,0.9620632734604632
sentence-transformers/LaBSE,gujarati,macedonian,0.949,0.9654241017754175
sentence-transformers/LaBSE,gujarati,malayalam,0.918,0.9411969619452979
sentence-transformers/LaBSE,gujarati,moore,0.046,0.08444457256932966
sentence-transformers/LaBSE,gujarati,oromo,0.056,0.10636364480265358
sentence-transformers/LaBSE,gujarati,pashto,0.833,0.8703551710741391
sentence-transformers/LaBSE,gujarati,persian,0.912,0.9403187486487538
sentence-transformers/LaBSE,gujarati,portuguese,0.903,0.930839274171868
sentence-transformers/LaBSE,gujarati,romanian,0.914,0.9343636797877535
sentence-transformers/LaBSE,gujarati,serbian,0.894,0.9224641599166314
sentence-transformers/LaBSE,gujarati,spanish,0.894,0.9254186819628499
sentence-transformers/LaBSE,gujarati,tagalog,0.85,0.8822632995862045
sentence-transformers/LaBSE,gujarati,tajik,0.835,0.8757616867205478
sentence-transformers/LaBSE,gujarati,tamil,0.908,0.9383487597733807
sentence-transformers/LaBSE,gujarati,turkish,0.915,0.9378048264254297
sentence-transformers/LaBSE,gujarati,urdu,0.958,0.9708080207660766
sentence-transformers/LaBSE,gujarati,uyghur,0.894,0.9197844657837647
sentence-transformers/LaBSE,gujarati,uzbek,0.83,0.8700857778632483
sentence-transformers/LaBSE,gujarati,vietnamese,0.899,0.9256811014316738
sentence-transformers/LaBSE,gujarati,yoruba,0.5,0.597484521685374
sentence-transformers/LaBSE,hausa,albanian,0.83,0.8690844493016056
sentence-transformers/LaBSE,hausa,asante,0.069,0.14015385143717152
sentence-transformers/LaBSE,hausa,assamese,0.776,0.833010301545547
sentence-transformers/LaBSE,hausa,azeri,0.81,0.8598774004562922
sentence-transformers/LaBSE,hausa,bosnian-mihanovich,0.853,0.8872366039713029
sentence-transformers/LaBSE,hausa,bosnian-rwwad,0.833,0.8739811919456181
sentence-transformers/LaBSE,hausa,chinese,0.744,0.8091912757710396
sentence-transformers/LaBSE,hausa,croatian,0.835,0.8740637415468988
sentence-transformers/LaBSE,hausa,dutch,0.851,0.8923725202563793
sentence-transformers/LaBSE,hausa,english,0.843,0.8893025766855358
sentence-transformers/LaBSE,hausa,french,0.733,0.798740984484397
sentence-transformers/LaBSE,hausa,german,0.863,0.899129139626378
sentence-transformers/LaBSE,hausa,gujarati,0.781,0.8339049045785751
sentence-transformers/LaBSE,hausa,indonesian,0.871,0.9047755106803309
sentence-transformers/LaBSE,hausa,japanese,0.821,0.8697048105773881
sentence-transformers/LaBSE,hausa,kannada,0.805,0.8607676745447188
sentence-transformers/LaBSE,hausa,khmer,0.808,0.85883574180459
sentence-transformers/LaBSE,hausa,kurdish,0.058,0.11199387284004805
sentence-transformers/LaBSE,hausa,kyrgyz,0.732,0.8033869869132514
sentence-transformers/LaBSE,hausa,lingala,0.14,0.21393184207358848
sentence-transformers/LaBSE,hausa,lithuanian,0.801,0.8552655743316439
sentence-transformers/LaBSE,hausa,macedonian,0.812,0.8550716481716979
sentence-transformers/LaBSE,hausa,malayalam,0.842,0.8853783911676048
sentence-transformers/LaBSE,hausa,moore,0.077,0.1350825873614939
sentence-transformers/LaBSE,hausa,oromo,0.093,0.15374050874734962
sentence-transformers/LaBSE,hausa,pashto,0.743,0.8025813730992063
sentence-transformers/LaBSE,hausa,persian,0.824,0.8704907395209427
sentence-transformers/LaBSE,hausa,portuguese,0.867,0.9064888393131344
sentence-transformers/LaBSE,hausa,romanian,0.858,0.8958733079821153
sentence-transformers/LaBSE,hausa,serbian,0.822,0.8650633928189883
sentence-transformers/LaBSE,hausa,spanish,0.766,0.8289262768359733
sentence-transformers/LaBSE,hausa,tagalog,0.846,0.8819409799454212
sentence-transformers/LaBSE,hausa,tajik,0.767,0.8222027546875659
sentence-transformers/LaBSE,hausa,tamil,0.827,0.8753766004244982
sentence-transformers/LaBSE,hausa,turkish,0.837,0.8792223657361942
sentence-transformers/LaBSE,hausa,urdu,0.822,0.8704019307080457
sentence-transformers/LaBSE,hausa,uyghur,0.745,0.8016963805995124
sentence-transformers/LaBSE,hausa,uzbek,0.799,0.8415122363589593
sentence-transformers/LaBSE,hausa,vietnamese,0.791,0.8492312492208925
sentence-transformers/LaBSE,hausa,yoruba,0.534,0.6318022778290017
sentence-transformers/LaBSE,indonesian,albanian,0.947,0.9628425458201684
sentence-transformers/LaBSE,indonesian,asante,0.089,0.1433485972505108
sentence-transformers/LaBSE,indonesian,assamese,0.895,0.9253673566823126
sentence-transformers/LaBSE,indonesian,azeri,0.936,0.9566433236109346
sentence-transformers/LaBSE,indonesian,bosnian-mihanovich,0.946,0.9632564743413059
sentence-transformers/LaBSE,indonesian,bosnian-rwwad,0.948,0.9626340046599862
sentence-transformers/LaBSE,indonesian,chinese,0.913,0.9404599032185903
sentence-transformers/LaBSE,indonesian,croatian,0.949,0.9632674978065489
sentence-transformers/LaBSE,indonesian,dutch,0.948,0.9651415878978759
sentence-transformers/LaBSE,indonesian,english,0.96,0.9757918701269994
sentence-transformers/LaBSE,indonesian,french,0.892,0.9214674678920413
sentence-transformers/LaBSE,indonesian,german,0.939,0.9557857366138576
sentence-transformers/LaBSE,indonesian,gujarati,0.912,0.9354616548634157
sentence-transformers/LaBSE,indonesian,hausa,0.816,0.8551321176063349
sentence-transformers/LaBSE,indonesian,japanese,0.935,0.9551137771329494
sentence-transformers/LaBSE,indonesian,kannada,0.948,0.9630869829715609
sentence-transformers/LaBSE,indonesian,khmer,0.944,0.9586511141883577
sentence-transformers/LaBSE,indonesian,kurdish,0.06,0.11355766288348482
sentence-transformers/LaBSE,indonesian,kyrgyz,0.905,0.9355093818127265
sentence-transformers/LaBSE,indonesian,lingala,0.129,0.18742441825178935
sentence-transformers/LaBSE,indonesian,lithuanian,0.934,0.954559573077338
sentence-transformers/LaBSE,indonesian,macedonian,0.922,0.9437785745317769
sentence-transformers/LaBSE,indonesian,malayalam,0.939,0.9589702748352004
sentence-transformers/LaBSE,indonesian,moore,0.064,0.10281645261991226
sentence-transformers/LaBSE,indonesian,oromo,0.083,0.13805557492689452
sentence-transformers/LaBSE,indonesian,pashto,0.81,0.8522642640973809
sentence-transformers/LaBSE,indonesian,persian,0.951,0.9684715573590381
sentence-transformers/LaBSE,indonesian,portuguese,0.95,0.9670094770134283
sentence-transformers/LaBSE,indonesian,romanian,0.946,0.9619227365577531
sentence-transformers/LaBSE,indonesian,serbian,0.94,0.9591320957605157
sentence-transformers/LaBSE,indonesian,spanish,0.939,0.9593889802171889
sentence-transformers/LaBSE,indonesian,tagalog,0.928,0.9524778606383961
sentence-transformers/LaBSE,indonesian,tajik,0.878,0.9092732582996426
sentence-transformers/LaBSE,indonesian,tamil,0.929,0.9546206982201788
sentence-transformers/LaBSE,indonesian,turkish,0.933,0.956798973239708
sentence-transformers/LaBSE,indonesian,urdu,0.94,0.957011787853514
sentence-transformers/LaBSE,indonesian,uyghur,0.889,0.91308654821517
sentence-transformers/LaBSE,indonesian,uzbek,0.852,0.8851485802204777
sentence-transformers/LaBSE,indonesian,vietnamese,0.933,0.9551773734308372
sentence-transformers/LaBSE,indonesian,yoruba,0.574,0.6627977023074393
sentence-transformers/LaBSE,japanese,albanian,0.927,0.9465633107390251
sentence-transformers/LaBSE,japanese,asante,0.065,0.12353585927146087
sentence-transformers/LaBSE,japanese,assamese,0.86,0.9013205289715631
sentence-transformers/LaBSE,japanese,azeri,0.918,0.9441814976701894
sentence-transformers/LaBSE,japanese,bosnian-mihanovich,0.921,0.9438286145929421
sentence-transformers/LaBSE,japanese,bosnian-rwwad,0.907,0.9343137017273699
sentence-transformers/LaBSE,japanese,chinese,0.908,0.935742552925758
sentence-transformers/LaBSE,japanese,croatian,0.913,0.9377832970634786
sentence-transformers/LaBSE,japanese,dutch,0.929,0.95280247477008
sentence-transformers/LaBSE,japanese,english,0.945,0.9624331545703431
sentence-transformers/LaBSE,japanese,french,0.876,0.9088818360054948
sentence-transformers/LaBSE,japanese,german,0.925,0.9447868695918087
sentence-transformers/LaBSE,japanese,gujarati,0.873,0.9093413899064919
sentence-transformers/LaBSE,japanese,hausa,0.758,0.810790959874063
sentence-transformers/LaBSE,japanese,indonesian,0.945,0.9641964264663959
sentence-transformers/LaBSE,japanese,kannada,0.923,0.9462841552785975
sentence-transformers/LaBSE,japanese,khmer,0.928,0.949626105164788
sentence-transformers/LaBSE,japanese,kurdish,0.065,0.11384930000078286
sentence-transformers/LaBSE,japanese,kyrgyz,0.881,0.91269141394702
sentence-transformers/LaBSE,japanese,lingala,0.084,0.13008634076647074
sentence-transformers/LaBSE,japanese,lithuanian,0.927,0.9486780126833182
sentence-transformers/LaBSE,japanese,macedonian,0.909,0.9321743275213896
sentence-transformers/LaBSE,japanese,malayalam,0.918,0.9436049187512817
sentence-transformers/LaBSE,japanese,moore,0.043,0.0808583848274396
sentence-transformers/LaBSE,japanese,oromo,0.065,0.11195590413836506
sentence-transformers/LaBSE,japanese,pashto,0.758,0.8122016140968464
sentence-transformers/LaBSE,japanese,persian,0.938,0.9577375136067683
sentence-transformers/LaBSE,japanese,portuguese,0.926,0.9513980455223141
sentence-transformers/LaBSE,japanese,romanian,0.929,0.9483995600488426
sentence-transformers/LaBSE,japanese,serbian,0.911,0.9361360714144153
sentence-transformers/LaBSE,japanese,spanish,0.92,0.9470834877073987
sentence-transformers/LaBSE,japanese,tagalog,0.894,0.9237190070338568
sentence-transformers/LaBSE,japanese,tajik,0.852,0.8904456937021273
sentence-transformers/LaBSE,japanese,tamil,0.92,0.94533057974084
sentence-transformers/LaBSE,japanese,turkish,0.923,0.9454089041584368
sentence-transformers/LaBSE,japanese,urdu,0.909,0.9331928215053684
sentence-transformers/LaBSE,japanese,uyghur,0.873,0.9086721859360951
sentence-transformers/LaBSE,japanese,uzbek,0.828,0.8698425536939465
sentence-transformers/LaBSE,japanese,vietnamese,0.921,0.9439439819205482
sentence-transformers/LaBSE,japanese,yoruba,0.485,0.5793958998901874
sentence-transformers/LaBSE,kannada,albanian,0.942,0.959286853616424
sentence-transformers/LaBSE,kannada,asante,0.095,0.15167172634241097
